"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"14:54:10,6121175","parent.exe","13140","CloseFile","C:\Users\permi\source\repos\university\os\2_child_parent_proc\Debug\child.exe","SUCCESS",""
"14:54:10,6122244","parent.exe","13140","Load Image","C:\Windows\SysWOW64\sechost.dll","SUCCESS","Image Base: 0x76560000, Image Size: 0x76000"
"14:54:10,6123586","parent.exe","13140","Load Image","C:\Windows\SysWOW64\rpcrt4.dll","SUCCESS","Image Base: 0x77980000, Image Size: 0xbb000"
"14:54:10,6124969","parent.exe","13140","Load Image","C:\Windows\SysWOW64\sspicli.dll","SUCCESS","Image Base: 0x754d0000, Image Size: 0x25000"
"14:54:10,6126141","parent.exe","13140","Load Image","C:\Windows\SysWOW64\cryptbase.dll","SUCCESS","Image Base: 0x754c0000, Image Size: 0xa000"
"14:54:10,6127081","parent.exe","13140","Load Image","C:\Windows\SysWOW64\bcryptprimitives.dll","SUCCESS","Image Base: 0x77aa0000, Image Size: 0x5f000"
"14:54:10,6130661","parent.exe","13140","RegOpenKey","HKLM\System\CurrentControlSet\Control\Lsa\FipsAlgorithmPolicy","REPARSE","Desired Access: Query Value"
"14:54:10,6130832","parent.exe","13140","RegOpenKey","HKLM\System\CurrentControlSet\Control\Lsa\FipsAlgorithmPolicy","SUCCESS","Desired Access: Query Value"
"14:54:10,6131001","parent.exe","13140","RegSetInfoKey","HKLM\System\CurrentControlSet\Control\Lsa\FipsAlgorithmPolicy","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"14:54:10,6131093","parent.exe","13140","RegQueryValue","HKLM\System\CurrentControlSet\Control\Lsa\FipsAlgorithmPolicy\Enabled","SUCCESS","Type: REG_DWORD, Length: 4, Data: 0"
"14:54:10,6131248","parent.exe","13140","RegOpenKey","HKLM\System\CurrentControlSet\Control\Lsa","REPARSE","Desired Access: Query Value"
"14:54:10,6131348","parent.exe","13140","RegOpenKey","HKLM\System\CurrentControlSet\Control\Lsa","SUCCESS","Desired Access: Query Value"
"14:54:10,6131463","parent.exe","13140","RegSetInfoKey","HKLM\System\CurrentControlSet\Control\Lsa","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"14:54:10,6131551","parent.exe","13140","RegQueryValue","HKLM\System\CurrentControlSet\Control\Lsa\FipsAlgorithmPolicy","NAME NOT FOUND","Length: 20"
"14:54:10,6131674","parent.exe","13140","RegQueryValue","HKLM\System\CurrentControlSet\Control\Lsa\FipsAlgorithmPolicy\MDMEnabled","NAME NOT FOUND","Length: 20"
"14:54:10,6131769","parent.exe","13140","RegCloseKey","HKLM\System\CurrentControlSet\Control\Lsa\FipsAlgorithmPolicy","SUCCESS",""
"14:54:10,6131864","parent.exe","13140","RegCloseKey","HKLM\System\CurrentControlSet\Control\Lsa","SUCCESS",""
"14:54:10,6132002","parent.exe","13140","RegOpenKey","HKLM\SYSTEM\CurrentControlSet\Policies\Microsoft\Cryptography\Configuration","REPARSE","Desired Access: Query Value"
"14:54:10,6132107","parent.exe","13140","RegOpenKey","HKLM\System\CurrentControlSet\Policies\Microsoft\Cryptography\Configuration","NAME NOT FOUND","Desired Access: Query Value"
"14:54:10,6134061","parent.exe","13140","RegOpenKey","HKLM\SYSTEM\CurrentControlSet\Control\Session Manager","REPARSE","Desired Access: Query Value, Enumerate Sub Keys"
"14:54:10,6134194","parent.exe","13140","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS","Desired Access: Query Value, Enumerate Sub Keys"
"14:54:10,6134426","parent.exe","13140","RegSetInfoKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"14:54:10,6134529","parent.exe","13140","RegQueryValue","HKLM\System\CurrentControlSet\Control\Session Manager\ResourcePolicies","NAME NOT FOUND","Length: 24"
"14:54:10,6134653","parent.exe","13140","RegCloseKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS",""
"14:54:10,6136359","parent.exe","13140","RegOpenKey","HKLM\Software\WOW6432Node\Microsoft\Windows NT\CurrentVersion\Image File Execution Options","REPARSE","Desired Access: Query Value, Enumerate Sub Keys"
"14:54:10,6136884","parent.exe","13140","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options","SUCCESS","Desired Access: Query Value, Enumerate Sub Keys"
"14:54:10,6137135","parent.exe","13140","RegSetInfoKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"14:54:10,6137505","parent.exe","13140","RegQueryKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options","SUCCESS","Query: HandleTags, HandleTags: 0x400"
"14:54:10,6137841","parent.exe","13140","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\child.exe","NAME NOT FOUND","Desired Access: Query Value, Enumerate Sub Keys"
"14:54:10,6138290","parent.exe","13140","RegOpenKey","HKLM\Software\Microsoft\Wow64\x86\xtajit","NAME NOT FOUND","Desired Access: Query Value"
"14:54:10,6140096","parent.exe","13140","CreateFile","C:\Users\permi\source\repos\university\os\2_child_parent_proc\Debug\child.exe","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Read Attributes, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: N, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"14:54:10,6140605","parent.exe","13140","CreateFileMapping","C:\Users\permi\source\repos\university\os\2_child_parent_proc\Debug\child.exe","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE_WRITECOPY"
"14:54:10,6140868","parent.exe","13140","RegOpenKey","HKLM\System\CurrentControlSet\Control\CI","REPARSE","Desired Access: Read"
"14:54:10,6140995","parent.exe","13140","RegOpenKey","HKLM\System\CurrentControlSet\Control\CI","SUCCESS","Desired Access: Read"
"14:54:10,6141114","parent.exe","13140","RegQueryValue","HKLM\System\CurrentControlSet\Control\CI\Disable26178932","NAME NOT FOUND","Length: 20"
"14:54:10,6141218","parent.exe","13140","RegCloseKey","HKLM\System\CurrentControlSet\Control\CI","SUCCESS",""
"14:54:10,6141323","parent.exe","13140","RegOpenKey","HKLM\System\CurrentControlSet\Control\CI","REPARSE","Desired Access: Query Value"
"14:54:10,6141472","parent.exe","13140","RegOpenKey","HKLM\System\CurrentControlSet\Control\CI","SUCCESS","Desired Access: Query Value"
"14:54:10,6141629","parent.exe","13140","RegQueryValue","HKLM\System\CurrentControlSet\Control\CI\Disable26178932","NAME NOT FOUND","Length: 80"
"14:54:10,6141732","parent.exe","13140","RegCloseKey","HKLM\System\CurrentControlSet\Control\CI","SUCCESS",""
"14:54:10,6141840","parent.exe","13140","CreateFileMapping","C:\Users\permi\source\repos\university\os\2_child_parent_proc\Debug\child.exe","SUCCESS","SyncType: SyncTypeOther"
"14:54:10,6142222","parent.exe","13140","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\child.exe","NAME NOT FOUND","Desired Access: Query Value, Enumerate Sub Keys"
"14:54:10,6142523","parent.exe","13140","QuerySecurityFile","C:\Users\permi\source\repos\university\os\2_child_parent_proc\Debug\child.exe","SUCCESS","Information: Label"
"14:54:10,6143065","parent.exe","13140","QueryNameInformationFile","C:\Users\permi\source\repos\university\os\2_child_parent_proc\Debug\child.exe","SUCCESS","Name: \Users\permi\source\repos\university\os\2_child_parent_proc\Debug\child.exe"
"14:54:10,6145950","parent.exe","13140","RegOpenKey","HKLM\System\CurrentControlSet\Services\bam\State\UserSettings\S-1-5-21-3133677644-3410964360-2686430988-1001","SUCCESS","Desired Access: All Access"
"14:54:10,6146325","parent.exe","13140","RegQueryValue","HKLM\System\CurrentControlSet\Services\bam\State\UserSettings\S-1-5-21-3133677644-3410964360-2686430988-1001\\Device\HarddiskVolume4\Users\permi\source\repos\university\os\2_child_parent_proc\Debug\child.exe","NAME NOT FOUND","Length: 40"
"14:54:10,6146666","parent.exe","13140","RegCloseKey","HKLM\System\CurrentControlSet\Services\bam\State\UserSettings\S-1-5-21-3133677644-3410964360-2686430988-1001","SUCCESS",""
"14:54:10,6146935","parent.exe","13140","RegOpenKey","HKLM\SYSTEM\CurrentControlSet\Control\Session Manager\BAM","REPARSE","Desired Access: Query Value"
"14:54:10,6147138","parent.exe","13140","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager\BAM","NAME NOT FOUND","Desired Access: Query Value"
"14:54:10,6147633","parent.exe","13140","Process Create","C:\Users\permi\source\repos\university\os\2_child_parent_proc\Debug\child.exe","SUCCESS","PID: 19908, Command line: child.exe"
"14:54:10,6148441","parent.exe","13140","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager\AppCertDlls","REPARSE","Desired Access: Query Value"
"14:54:10,6148641","parent.exe","13140","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager\AppCertDlls","NAME NOT FOUND","Desired Access: Query Value"
"14:54:10,6148862","parent.exe","13140","RegOpenKey","HKLM\System\CurrentControlSet\Control\SafeBoot\Option","REPARSE","Desired Access: Query Value, Set Value"
"14:54:10,6148970","parent.exe","13140","RegOpenKey","HKLM\System\CurrentControlSet\Control\SafeBoot\Option","NAME NOT FOUND","Desired Access: Query Value, Set Value"
"14:54:10,6149320","parent.exe","13140","RegOpenKey","HKLM\Software\WOW6432Node\Policies\Microsoft\Windows\Safer\CodeIdentifiers","REPARSE","Desired Access: Query Value"
"14:54:10,6149497","parent.exe","13140","RegOpenKey","HKLM\SOFTWARE\Policies\Microsoft\Windows\Safer\CodeIdentifiers","SUCCESS","Desired Access: Query Value"
"14:54:10,6149685","parent.exe","13140","RegSetInfoKey","HKLM\SOFTWARE\Policies\Microsoft\Windows\safer\codeidentifiers","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"14:54:10,6149802","parent.exe","13140","RegQueryValue","HKLM\SOFTWARE\Policies\Microsoft\Windows\safer\codeidentifiers\TransparentEnabled","NAME NOT FOUND","Length: 80"
"14:54:10,6149910","parent.exe","13140","RegQueryValue","HKLM\SOFTWARE\Policies\Microsoft\Windows\safer\codeidentifiers\AuthenticodeEnabled","SUCCESS","Type: REG_DWORD, Length: 4, Data: 0"
"14:54:10,6150139","parent.exe","13140","RegCloseKey","HKLM\SOFTWARE\Policies\Microsoft\Windows\safer\codeidentifiers","SUCCESS",""
"14:54:10,6150383","parent.exe","13140","RegOpenKey","HKCU\Software\Policies\Microsoft\Windows\Safer\CodeIdentifiers","NAME NOT FOUND","Desired Access: Query Value"
"14:54:10,6151170","parent.exe","13140","RegOpenKey","HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\Shell Folders","SUCCESS","Desired Access: Query Value"
"14:54:10,6151347","parent.exe","13140","RegSetInfoKey","HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\Shell Folders","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"14:54:10,6151444","parent.exe","13140","RegQueryValue","HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\Shell Folders\Cache","SUCCESS","Type: REG_SZ, Length: 114, Data: C:\Users\permi\AppData\Local\Microsoft\Windows\INetCache"
"14:54:10,6151609","parent.exe","13140","RegCloseKey","HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\Shell Folders","SUCCESS",""
"14:54:10,6151796","parent.exe","13140","RegOpenKey","HKCU\Software\Microsoft\Windows NT\CurrentVersion","SUCCESS","Desired Access: Enumerate Sub Keys"
"14:54:10,6151996","parent.exe","13140","RegSetInfoKey","HKCU\Software\Microsoft\Windows NT\CurrentVersion","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"14:54:10,6152159","parent.exe","13140","RegQueryKey","HKCU\Software\Microsoft\Windows NT\CurrentVersion","SUCCESS","Query: HandleTags, HandleTags: 0x400"
"14:54:10,6152262","parent.exe","13140","RegOpenKey","HKCU\Software\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\Layers","SUCCESS","Desired Access: Query Value"
"14:54:10,6152408","parent.exe","13140","RegSetInfoKey","HKCU\Software\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\Layers","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"14:54:10,6152579","parent.exe","13140","RegQueryValue","HKCU\Software\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\Layers\C:\Users\permi\source\repos\university\os\2_child_parent_proc\Debug\child.exe","NAME NOT FOUND","Length: 16"
"14:54:10,6152718","parent.exe","13140","RegCloseKey","HKCU\Software\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\Layers","SUCCESS",""
"14:54:10,6153058","parent.exe","13140","QuerySecurityFile","C:\Users\permi\source\repos\university\os\2_child_parent_proc\Debug\child.exe","SUCCESS","Information: Owner, Group, DACL, SACL, Label, Attribute, Process Trust Label, 0x100"
"14:54:10,6153950","parent.exe","13140","CreateFile","C:\Windows\apppatch\sysmain.sdb","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: N, ShareMode: Read, AllocationSize: n/a, OpenResult: Opened"
"14:54:10,6154343","parent.exe","13140","QueryBasicInformationFile","C:\Windows\apppatch\sysmain.sdb","SUCCESS","CreationTime: 13.11.2020 2:21:54, LastAccessTime: 13.11.2020 2:21:54, LastWriteTime: 13.11.2020 2:21:54, ChangeTime: 13.11.2020 3:02:10, FileAttributes: A"
"14:54:10,6154444","parent.exe","13140","CloseFile","C:\Windows\apppatch\sysmain.sdb","SUCCESS",""
"14:54:10,6154739","parent.exe","13140","QueryBasicInformationFile","C:\Users\permi\source\repos\university\os\2_child_parent_proc\Debug\child.exe","SUCCESS","CreationTime: 05.10.2020 23:48:19, LastAccessTime: 06.10.2020 9:09:50, LastWriteTime: 06.10.2020 9:09:50, ChangeTime: 06.10.2020 9:09:50, FileAttributes: A"
"14:54:10,6155540","parent.exe","13140","RegOpenKey","HKLM\Software\WOW6432Node\Microsoft\Windows\CurrentVersion\SideBySide","SUCCESS","Desired Access: Read"
"14:54:10,6155859","parent.exe","13140","RegSetInfoKey","HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\SideBySide","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"14:54:10,6156100","parent.exe","13140","RegQueryValue","HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\SideBySide\PreferExternalManifest","NAME NOT FOUND","Length: 20"
"14:54:10,6156214","parent.exe","13140","RegCloseKey","HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\SideBySide","SUCCESS",""
"14:54:10,6156997","parent.exe","13140","RegOpenKey","HKLM\SYSTEM\CurrentControlSet\Control\Nls\CustomLocale","REPARSE","Desired Access: Query Value"
"14:54:10,6157163","parent.exe","13140","RegOpenKey","HKLM\System\CurrentControlSet\Control\Nls\CustomLocale","SUCCESS","Desired Access: Query Value"
"14:54:10,6157367","parent.exe","13140","RegSetInfoKey","HKLM\System\CurrentControlSet\Control\Nls\CustomLocale","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"14:54:10,6157643","parent.exe","13140","RegQueryValue","HKLM\System\CurrentControlSet\Control\Nls\CustomLocale\EMPTY","NAME NOT FOUND","Length: 120"
"14:54:10,6157888","parent.exe","13140","RegQueryValue","HKLM\System\CurrentControlSet\Control\Nls\CustomLocale\EMPTY","NAME NOT FOUND","Length: 120"
"14:54:10,6158597","parent.exe","13140","RegOpenKey","HKLM\System\CurrentControlSet\Control\NLS\Language","REPARSE","Desired Access: Read"
"14:54:10,6158721","parent.exe","13140","RegOpenKey","HKLM\System\CurrentControlSet\Control\NLS\Language","SUCCESS","Desired Access: Read"
"14:54:10,6158926","parent.exe","13140","RegSetInfoKey","HKLM\System\CurrentControlSet\Control\Nls\Language","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"14:54:10,6159062","parent.exe","13140","RegQueryValue","HKLM\System\CurrentControlSet\Control\Nls\Language\InstallLanguageFallback","BUFFER OVERFLOW","Length: 16"
"14:54:10,6159269","parent.exe","13140","RegCloseKey","HKLM\System\CurrentControlSet\Control\Nls\Language","SUCCESS",""
"14:54:10,6159647","parent.exe","13140","RegOpenKey","HKLM\System\CurrentControlSet\Control\MUI\UILanguages","REPARSE","Desired Access: Read"
"14:54:10,6159775","parent.exe","13140","RegOpenKey","HKLM\System\CurrentControlSet\Control\MUI\UILanguages","SUCCESS","Desired Access: Read"
"14:54:10,6159991","parent.exe","13140","RegSetInfoKey","HKLM\System\CurrentControlSet\Control\MUI\UILanguages","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"14:54:10,6160105","parent.exe","13140","RegEnumKey","HKLM\System\CurrentControlSet\Control\MUI\UILanguages","SUCCESS","Index: 0, Name: en-US"
"14:54:10,6160268","parent.exe","13140","RegQueryKey","HKLM\System\CurrentControlSet\Control\MUI\UILanguages","SUCCESS","Query: HandleTags, HandleTags: 0x400"
"14:54:10,6160513","parent.exe","13140","RegOpenKey","HKLM\System\CurrentControlSet\Control\MUI\UILanguages\en-US","SUCCESS","Desired Access: Read"
"14:54:10,6160731","parent.exe","13140","RegQueryValue","HKLM\System\CurrentControlSet\Control\MUI\UILanguages\en-US\Type","SUCCESS","Type: REG_DWORD, Length: 4, Data: 273"
"14:54:10,6160996","parent.exe","13140","RegQueryValue","HKLM\System\CurrentControlSet\Control\MUI\UILanguages\en-US\AlternateCodePage","NAME NOT FOUND","Length: 12"
"14:54:10,6161111","parent.exe","13140","RegCloseKey","HKLM\System\CurrentControlSet\Control\MUI\UILanguages\en-US","SUCCESS",""
"14:54:10,6161241","parent.exe","13140","RegEnumKey","HKLM\System\CurrentControlSet\Control\MUI\UILanguages","SUCCESS","Index: 1, Name: ru-RU"
"14:54:10,6161437","parent.exe","13140","RegQueryKey","HKLM\System\CurrentControlSet\Control\MUI\UILanguages","SUCCESS","Query: HandleTags, HandleTags: 0x400"
"14:54:10,6161547","parent.exe","13140","RegOpenKey","HKLM\System\CurrentControlSet\Control\MUI\UILanguages\ru-RU","SUCCESS","Desired Access: Read"
"14:54:10,6161821","parent.exe","13140","RegQueryValue","HKLM\System\CurrentControlSet\Control\MUI\UILanguages\ru-RU\Type","SUCCESS","Type: REG_DWORD, Length: 4, Data: 146"
"14:54:10,6162776","parent.exe","13140","RegQueryValue","HKLM\System\CurrentControlSet\Control\MUI\UILanguages\ru-RU\DefaultFallback","SUCCESS","Type: REG_SZ, Length: 12, Data: en-US"
"14:54:10,6162900","parent.exe","13140","RegQueryValue","HKLM\System\CurrentControlSet\Control\MUI\UILanguages\ru-RU\en-US","SUCCESS","Type: REG_MULTI_SZ, Length: 4, Data: "
"14:54:10,6163048","parent.exe","13140","RegEnumValue","HKLM\System\CurrentControlSet\Control\MUI\UILanguages\ru-RU","SUCCESS","Index: 0, Name: DefaultFallback, Type: REG_SZ, Length: 12, Data: en-US"
"14:54:10,6163188","parent.exe","13140","RegEnumValue","HKLM\System\CurrentControlSet\Control\MUI\UILanguages\ru-RU","SUCCESS","Index: 1, Name: en-US, Type: REG_MULTI_SZ, Length: 4, Data: "
